,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
9081,D001532,zucheri.,Primera mitad del siglo XVII,Anónimo,Aguada,198,278,Colección Real,Papel amarillento
9082,D001880,Martirio de santa Águeda,Primera mitad del siglo XVII,"Benso, Giulio",Aguada,350,240,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9083,D002116,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primera mitad del siglo XVII,"Cantarini, Simone",Sanguina,181,154,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9084,D002121,Asunción de,Primera mitad del siglo XVII,"Novelli, Pietro",Aguada parda,454,304,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9085,D002132,Santos Pedro y Pablo,Primera mitad del siglo XVII,"Baglione, Giovanni",Sanguina,409,165,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9086,D002161,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primera mitad del siglo XVII,"Cantarini, Simone",Sanguina,215,152,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9087,D003009,Copy after lost Polidoro,Primera mitad del siglo XVII,Anónimo,Aguada,200,275,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
9088,D003649,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primera mitad del siglo XVII,Anónimo,Aguada rojiza,160,210,"Legado Pedro Beroqui Martínez, 1958","Papel verjurado, amarillento"
9089,D005984,La Coronación de espinas,Primera mitad del siglo XVII,"Ribera, José de",Aguada,188,200,"A. Tardieu, París; Nicos Dhikeos, Lyon y Chipre, 1963-1964; adquisición con fondos del legado Villaescusa, 1993",Papel marrón
9090,D002213,Entierro de Cristo,Primera mitad del siglo XVII,"Jordaens, Jacques",Aguada parda,192,176,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9091,D001003,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1650,Anónimo,Lápiz negro,251,169,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
9092,D001046,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primera mitad del siglo XVII,"Garbieri, Lorenzo",Aguada parda,100,61,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9093,D009405,Alegoría de la Escultura,Primera mitad del siglo XVII,Anónimo,Lápiz negro,168,97,"Colección de la reina María Cristina de Borbón, 1878; Fernando María Muñoz y de Borbón, II Duque de Riansares, 1910; María Cristina Muñoz y Bernaldo de Quirós, I Marquesa de Somió, 1921; Fernando Sánchez de Toca y Muñoz, II Duque de Vista-Alegre y II Marqués de Somió, 1963; Antonio Moreno Martín, 1990; Colección particular; Alcalá Subastas, Madrid, 2016; adquirido por el Estado con destino al Museo del Prado, 2017",Papel verjurado
9094,D002538,Entierro de Cristo,Primera mitad del siglo XVII,Anónimo,Aguada,305,210,"Adquirido por Anatole Hattu en el comercio de arte, París, 1875, 29 de noviembre, n. 232; Isidoro Brun, Madrid, hacia 1875-1897; Pedro Fernández Durán, Madrid, 1897-1931; legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, marrón"
9095,D000207,,Siglo XVII,Anónimo,Lápiz negro,205,130,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9096,D000066,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Cano, Alonso",Aguada parda,193,174,Colección Real,Papel amarillento
9097,D000072,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Aguada parda,117,110,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9098,D000073,alguno,Siglo XVII,"Cano, Alonso",Aguada parda,164,186,"Colección Ceán Bermúdez; Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931.",Papel pegado en lienzo
9099,D000092,Cabeza juvenil,Siglo XVII,"Carreño de Miranda, Juan",Lápiz negro,210,152,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, agrisado"
9100,D000093,Cabeza femenina,Siglo XVII,"Carreño de Miranda, Juan",Carboncillo,250,183,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, agarbanzado"
9101,D000094,La Virgen con el Niño,Siglo XVII,"Carreño de Miranda, Juan",Clarión,282,200,Servicio de Recuperación,Papel agarbanzado
9102,D000098,La Magdalena penitente,Siglo XVII,"Carreño de Miranda, Juan",Lápiz negro,111,115,Colección Real,"Papel verjurado, agrisado"
9103,D000099,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Lápiz negro,100,153,Colección Real,Papel oscuro
9104,D000131,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Espinosa, Jerónimo Jacinto",Aguada,86,115,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9105,D000139,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Martínez, Jusepe",Aguada,174,242,Colección Real,Papel amarillento
9106,D000138,,Siglo XVII,Anónimo,Aguada parda,192,212,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9107,D000140,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Pluma de caña,208,165,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9108,D000141,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"March, Miguel",Aguada parda,202,272,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9109,D000143,Batalla de caballería,Siglo XVII,"March, Esteban",Pluma,145,220,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9110,D000145,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Mantuano, Dionisio",Aguada parda,290,422,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel pegado en lienzo
9111,D000146,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Mantuano, Dionisio",Aguada parda,286,410,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9112,D000148,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Juncosa, José",Aguada parda,250,200,Servicio de Recuperación,"Papel verjurado, amarillento"
9113,D000149,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Iriarte, Ignacio",Aguada parda,220,315,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9114,D000150,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Herrera Barnuevo, Sebastián de",Aguada,123,160,Colección Real,Papel amarillento
9115,D000154,Dibujos españoles siglos XV-XVII,Siglo XVII,"Murillo, Bartolomé Esteban",Lápiz negro,179,209,Colección Real,"Papel verjurado, amarillento"
9116,D000155,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Murillo, Bartolomé Esteban",Aguada parda,225,165,Colección Real,"Papel verjurado, amarillento"
9117,D000156,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Obregón el Joven, Pedro de",Aguada amarillenta,156,188,Colección Real,Papel amarillento
9118,D000157,P   O,Siglo XVII,"Orrente, Pedro de",Pluma,220,315,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9119,D000158,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Orrente, Pedro de",Aguada parda,210,311,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9120,D000169,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Ribalta, Francisco",Aguada parda,206,286,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9121,D000168,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Ribalta, Francisco",Pluma,180,134,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9122,D000170,Catálogo de dibujos.,Siglo XVII,"Ribalta, Francisco",Aguada parda,280,198,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
9123,D000171,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Pontons, Pablo",Preparado a lápiz,375,283,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel verjurado
9124,D000173,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Pereda y Salgado, Antonio de",Aguada parda,360,250,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9125,D000172,Ángeles para una Inmaculada,Siglo XVII,"Pereda y Salgado, Antonio de",Aguada parda,243,180,Servicio de Recuperación,"Papel verjurado, amarillento"
9126,D000174,San Jerónimo,Siglo XVII,"Pereda y Salgado, Antonio de",Aguada roja,296,245,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9127,D000176,de Ambrosio Salazar,Siglo XVII,Anónimo,Pluma,175,218,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9128,D000177,"Composición decorativa para fiestas, con alegoría de la Fama (?) o la Paz",Siglo XVII,"Jiménez Donoso, José",Aguada parda,317,185,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9129,D000178,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Rizi, Francisco",Aguada parda,230,175,Colección Real,"Papel verjurado, amarillento"
9130,D000179,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Rizi, Francisco",Lápiz negro,223,143,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel oscuro
9131,D000180,La Inmaculada Concepción,Siglo XVII,Anónimo,Aguada azulada,211,150,"Legado Juan Allende-Salazar y Zaragoza, 1939","Papel verjurado, amarillento"
9132,D000182,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Ruiz González, Pedro",Pluma,85,60,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9133,D000183,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Ruiz González, Pedro",Lápiz negro,103,80,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9134,D000184,"puesto estoy en medio, tirado de dos imanes... ¿a dónde podré volverme?",Siglo XVII,"Ruiz González, Pedro",Pluma,73,65,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9135,D000185,verdadera notación sumaria de contornos movidos y por lo mismo vivaz y vibrante,Siglo XVII,"Ruiz González, Pedro",Lápiz negro,106,165,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9136,D000186,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Ruiz González, Pedro",Lápiz negro,112,165,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9137,D000187,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Ruiz González, Pedro",Lápiz negro,155,240,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9138,D000188,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Ruiz González, Pedro",Lápiz negro,100,171,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9139,D000193,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Salvador Gómez, Vicente",Pluma,130,230,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9140,D000192,Cartilla,Siglo XVII,"Salvador Gómez, Vicente",Aguada amarillenta,156,126,"Colección Ceán Bermúdez; Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931.","Papel verjurado, amarillento"
9141,D000194,vespertina,Siglo XVII,"Salvador Gómez, Vicente",Aguada amarillenta,160,196,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9142,D000195,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Salvador Gómez, Vicente",Pluma,143,132,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9143,D000196,academias,Siglo XVII,"Valdés Leal, Juan de",Aguada parda,350,253,"Colección Ceán Bermúdez; Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931.","Papel verjurado, amarillento"
9144,D000197,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Saura, Mosén Domingo",Aguada parda,265,196,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9145,D000199,San Francisco en éxtasis,Siglo XVII,"Schut, Cornelis",Aguada rojiza,225,154,Colección Real,"Papel verjurado, amarillento"
9146,D000198,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Saura, Mosén Domingo",Lápiz negro,193,112,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9147,D000200,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,"Schut, Cornelis",Aguada parda,222,184,Colección Real,"Papel verjurado, amarillento"
9148,D000201,Asunción,Siglo XVII,"Jiménez Donoso, José",Aguada parda,366,220,Colección Real,Papel
9149,D000210,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Lápiz negro,200,140,Colección Real,Papel amarillento
9150,D000212,Ave María,Siglo XVII,"Ruiz González, Pedro",Lápiz negro,230,170,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9151,D000213,Imagen de la Virgen en un retablo,Siglo XVII,Anónimo,Lápiz negro,230,175,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agrisado
9152,D000214,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Preparado a lápiz,200,122,"Colección Carderera (?); Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9153,D000219,plusieurs desins non catalogues,Siglo XVII,Anónimo,Aguada azulada,260,190,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9154,D000224,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Aguada rojiza,241,174,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9155,D000236,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Aguada parda,122,88,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9156,D000256,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Lápiz negro,277,183,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9157,D000259,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Pluma,134,111,Colección Real,"Papel verjurado, amarillento"
9158,D000260,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Lápiz negro,177,121,Colección Real,Papel amarillento
9159,D000262,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Aguada parda,236,170,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, agarbanzado"
9160,D000269,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Aguada parda,305,205,"Colección Cean Bermúdez; Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9161,D000276,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Sanguina,185,97,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9162,D000279,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Aguada parda,250,150,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9163,D000282,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Lápiz negro,205,145,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9164,D000289,anónimo francés,Siglo XVII,Anónimo,Aguada parda,223,174,Colección Real,"Papel verjurado, blanco"
9165,D000290,Sagrada Forma,Siglo XVII,Anónimo,Sanguina,90,80,Servicio de Recuperación,"Papel verjurado, amarillento"
9166,D000291,Mano vista por el dorso,Siglo XVII,Anónimo,Lápiz,90,55,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agrisado
9167,D000299,Adoración de los pastores,Siglo XVII,Anónimo,Sanguina,152,98,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9168,D000300,Media figura de joven en oración,Siglo XVII,Anónimo,Sanguina,150,95,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, blanco"
9169,D000315,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Lápiz negro,135,170,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9170,D000317,Martirio de San Andrés,Siglo XVII,Anónimo,Lápiz negro,195,170,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9171,D000320,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Siglo XVII,Anónimo,Lápiz negro,100,127,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
